nomor,filename,sumber,nama_toko,tanggal,nama_barang,jumlah_barang,harga_satuan,total_harga_item,raw_text
42,primer_0021.jpg,primer,MOTHERCARE,,,,,,"MOTHERCARE
PT.MULTITREN INDO
NPWP 02 109702.7-073.000
Mothercare Pondok Indah Mall2
L12 unit 229228228A228 B
021-75920545
Cashier:Umiku447
Store Code:PIM
Associate:Umiku447
WS#:2
Receipt#258866
Created DateFeb 17.216:26PM
Type
F.Store
Item Description
Size
Qty
Upc
Alu
Orig Price Discounted Price
Ext Price
immediate
Wrappng Paper Boy Blue New
299998045982
116633
1
10000
10000
Rp10000
Immediate
Mb Gc Snake Ves/brigm/092
092
5021464445744
444574
1
279000
166333
Rp166333
Immediate
Jb Pp Aop With/brigm092
092
5021464378578
437857
1
279000
166333
Rp166333
Immediate
Mb.Pd Mum &Dad/brigm/098
098
5021464458317
445831
1
279000
166333
Rp166333
4Items Sold
Subtotal
Rp509000
Receipt Total:
Rp509000
Tenders
Amount
Payment Method
Rp509000
CredtCard-MN-VM
8935
Auth008507"
43,primer_0022.jpg,primer,apaaja yangaku dapetdi,21-07-2024,alfamartdenganuang10k,1.0,9300.0,9300.0,"apaaja yangaku dapetdi
alfamartdenganuang10k
9,300
9,300
CIMORY BNN240ML
Disc.-5,200
2
2,800
5,600
MIEOVEN IGA 78G
2,800
2,800
MIEOVEN GRG76G
Disc.
-2,800
3
17,700
Total Iten
8,000
Total Disc.
9,700
Total Belanja
50,000
Tunai
40,300
Kembalian
PPN 
1734)
Tg1.21-07-2024 11:18:02 V.2024.5.0
lemon8
SMS/WA:081110640888
@rossayanuartaa"
44,primer_0022.jpg,primer,apaaja yangaku dapetdi,21-07-2024,CIMORY BNN240ML,2.0,2800.0,5600.0,"apaaja yangaku dapetdi
alfamartdenganuang10k
9,300
9,300
CIMORY BNN240ML
Disc.-5,200
2
2,800
5,600
MIEOVEN IGA 78G
2,800
2,800
MIEOVEN GRG76G
Disc.
-2,800
3
17,700
Total Iten
8,000
Total Disc.
9,700
Total Belanja
50,000
Tunai
40,300
Kembalian
PPN 
1734)
Tg1.21-07-2024 11:18:02 V.2024.5.0
lemon8
SMS/WA:081110640888
@rossayanuartaa"
45,primer_0022.jpg,primer,apaaja yangaku dapetdi,21-07-2024,MIEOVEN IGA 78G,1.0,2800.0,2800.0,"apaaja yangaku dapetdi
alfamartdenganuang10k
9,300
9,300
CIMORY BNN240ML
Disc.-5,200
2
2,800
5,600
MIEOVEN IGA 78G
2,800
2,800
MIEOVEN GRG76G
Disc.
-2,800
3
17,700
Total Iten
8,000
Total Disc.
9,700
Total Belanja
50,000
Tunai
40,300
Kembalian
PPN 
1734)
Tg1.21-07-2024 11:18:02 V.2024.5.0
lemon8
SMS/WA:081110640888
@rossayanuartaa"
46,primer_0023.jpg,primer,NOTA PENJUALAN (ASLI),2025-09-01,,,,,"NOTA PENJUALAN (ASLI)
PT BALINA AGUNG PERKASA
CABANG KIW
NO.NOTA348-250548070A027
MOBILB9737KXR
TANGGAL:2025-09-01 Rit1
DRIVER
23.0477Suratman
HELPER1:23.0285 Irhas
PELANGGAN:338-221705 (R
HELPER2:
KIOS NADYA,TK -JL.BELIMBING 4 PERUM PONDOK SUKATANI PERMA
I BB4/14 RT 02 RW 015 KEL.SUKATANI KEC TAPOS KOTA DEPOK
KODE
NAMA BARANG
QTY
HARGA
DISKON
JUMLAH
12111
AQ.1500ML1X12
53,500.00
0.00
107,000.00
TOTAL:
Rp 107,000.00
Diterima Oleh
Pengirim
L16.000
1d.000
Catatan:
-untuk pembayaran TUNAl, nota penjualan ASLI untuk pelanggan
-untuk pembayaran KREDIT,nota penjualan COPY untuk pelanggan.
-Harga sudah termasuk PPN.
Area:348-PL17/SegmentGT RETAIL (GR)"
47,primer_0024.jpg,primer,NOTA PENJUALAN (ASLI),2025-09-15,,,,,"NOTA PENJUALAN (ASLI)
PT BALINA AGUNG PERKASA
NO.NOTA348-250551612A017
CABANG KIW
TANGGAL:2025-09-15 Rit2
MOBIL
B9737KXR
HELPER1:23.0285 Irhas
DRIVER
23.0477Suratman
PELANGGAN338-221705 (R)
HELPER2
KIOS NADYA,TK -JL.BELIMBING 4 PERUM PONDOK SUKATANI PERMA
1BB4/14 RT02 RW 015 KEL.SUKATANI KEC TAPOS KOTA DEPOK
DISKON
JUMLAH
HARGA
NAMA BARANG
QTY
KODE
0.00
188,000.00
47,000.00
12312
AQ.600ML1X24
6.0
TOTAL:
Rp 188,000.00
Diterima Oleh
Pengirim
182.ce
Catatan:
-untuk pembayaran TUNAl, nota penjualan ASLI untuk pelanggan
untuk pembayaran KREDIT, nota penjualan COPY untuk pelanggan.
-Harga sudah termasuk PPN.
Area348-PL17/SegmentGT RETAIL (GR)"
48,primer_0025.jpg,primer,CV.BAROKAH MULIA SEJATI,,kaget.bangetBpas masnya,1.0,6500.0,6500.0,"CV.BAROKAH MULIA SEJATI
kaget.bangetBpas masnya
-404.000
BonX132213-3T01TKY3 KasirMUHAI
6,500
6500
1
FF PF STR 225ML
10,500
10,500
1
PAROTI B CKT65G
1
4,900
4,900
SB MYK BWG 61G
1
3,600
3,600
BIHUNKU SOTO55G
-700
Disc.
25,500
4
Total Iten
700
Total Disc
24,800
Total Belanja
17500
Voucher
7,500
200
Tunai
Kembalian
2527)
PPN 
V.2023.11.0
Menber :0P1
A-POIN ANDA 21205
ed pada
lemon8
@ophyaac
2026 poin And
ah112"
49,primer_0025.jpg,primer,CV.BAROKAH MULIA SEJATI,,FF PF STR 225ML,1.0,10500.0,10500.0,"CV.BAROKAH MULIA SEJATI
kaget.bangetBpas masnya
-404.000
BonX132213-3T01TKY3 KasirMUHAI
6,500
6500
1
FF PF STR 225ML
10,500
10,500
1
PAROTI B CKT65G
1
4,900
4,900
SB MYK BWG 61G
1
3,600
3,600
BIHUNKU SOTO55G
-700
Disc.
25,500
4
Total Iten
700
Total Disc
24,800
Total Belanja
17500
Voucher
7,500
200
Tunai
Kembalian
2527)
PPN 
V.2023.11.0
Menber :0P1
A-POIN ANDA 21205
ed pada
lemon8
@ophyaac
2026 poin And
ah112"
50,primer_0025.jpg,primer,CV.BAROKAH MULIA SEJATI,,PAROTI B CKT65G,1.0,4900.0,4900.0,"CV.BAROKAH MULIA SEJATI
kaget.bangetBpas masnya
-404.000
BonX132213-3T01TKY3 KasirMUHAI
6,500
6500
1
FF PF STR 225ML
10,500
10,500
1
PAROTI B CKT65G
1
4,900
4,900
SB MYK BWG 61G
1
3,600
3,600
BIHUNKU SOTO55G
-700
Disc.
25,500
4
Total Iten
700
Total Disc
24,800
Total Belanja
17500
Voucher
7,500
200
Tunai
Kembalian
2527)
PPN 
V.2023.11.0
Menber :0P1
A-POIN ANDA 21205
ed pada
lemon8
@ophyaac
2026 poin And
ah112"
51,primer_0025.jpg,primer,CV.BAROKAH MULIA SEJATI,,SB MYK BWG 61G,1.0,3600.0,3600.0,"CV.BAROKAH MULIA SEJATI
kaget.bangetBpas masnya
-404.000
BonX132213-3T01TKY3 KasirMUHAI
6,500
6500
1
FF PF STR 225ML
10,500
10,500
1
PAROTI B CKT65G
1
4,900
4,900
SB MYK BWG 61G
1
3,600
3,600
BIHUNKU SOTO55G
-700
Disc.
25,500
4
Total Iten
700
Total Disc
24,800
Total Belanja
17500
Voucher
7,500
200
Tunai
Kembalian
2527)
PPN 
V.2023.11.0
Menber :0P1
A-POIN ANDA 21205
ed pada
lemon8
@ophyaac
2026 poin And
ah112"
52,primer_0026.jpg,primer,DUPLIKAT,22-10-2022,KPBRDL 0.020,1.0,500.0,500.0,"DUPLIKAT
****************************************
Bon
1VM5-789-2210WKW7 KasirLUSIAND
KPBRDL 0.020
1
500
500
WLS PL STR90ML
-
5,000
5,000
SASA SNT 200ML
1
10,000
10,000
MD EGG DROP110G
1
9,100
9,100
Total Iten
4
24,600
Tunai
24,600
Kembalian
0
PPN 
2,438
Tg1.22-10-202215:36:43V.2022.7.3
OPPO Reno8
YULISTINA DWI WULANDARI
2022.10.2216:10"
53,primer_0026.jpg,primer,DUPLIKAT,22-10-2022,WLS PL STR90ML,1.0,5000.0,5000.0,"DUPLIKAT
****************************************
Bon
1VM5-789-2210WKW7 KasirLUSIAND
KPBRDL 0.020
1
500
500
WLS PL STR90ML
-
5,000
5,000
SASA SNT 200ML
1
10,000
10,000
MD EGG DROP110G
1
9,100
9,100
Total Iten
4
24,600
Tunai
24,600
Kembalian
0
PPN 
2,438
Tg1.22-10-202215:36:43V.2022.7.3
OPPO Reno8
YULISTINA DWI WULANDARI
2022.10.2216:10"
54,primer_0026.jpg,primer,DUPLIKAT,22-10-2022,SASA SNT 200ML,1.0,10000.0,10000.0,"DUPLIKAT
****************************************
Bon
1VM5-789-2210WKW7 KasirLUSIAND
KPBRDL 0.020
1
500
500
WLS PL STR90ML
-
5,000
5,000
SASA SNT 200ML
1
10,000
10,000
MD EGG DROP110G
1
9,100
9,100
Total Iten
4
24,600
Tunai
24,600
Kembalian
0
PPN 
2,438
Tg1.22-10-202215:36:43V.2022.7.3
OPPO Reno8
YULISTINA DWI WULANDARI
2022.10.2216:10"
55,primer_0026.jpg,primer,DUPLIKAT,22-10-2022,MD EGG DROP110G,1.0,9100.0,9100.0,"DUPLIKAT
****************************************
Bon
1VM5-789-2210WKW7 KasirLUSIAND
KPBRDL 0.020
1
500
500
WLS PL STR90ML
-
5,000
5,000
SASA SNT 200ML
1
10,000
10,000
MD EGG DROP110G
1
9,100
9,100
Total Iten
4
24,600
Tunai
24,600
Kembalian
0
PPN 
2,438
Tg1.22-10-202215:36:43V.2022.7.3
OPPO Reno8
YULISTINA DWI WULANDARI
2022.10.2216:10"
56,primer_0027.jpg,primer,GACOAN,10-03-23,GORENG,1.0,12729.0,12729.0,"GACOAN
ME
JL.MARGOREJO INDAH BPOKSA-804
SURABAYA MARGOREJO
Tanggal
Jam
10-03-23
Kasir
09:45:43
MIE GACOAN LV 1
:
shift 1
MIE
7
@12,729
GACOAN LV
1(IBL)
PANGSIT
(Bks
1x@
IBLBKS
GORENG
12,729
12,729
(BKs)
12,729
Sub Total
12,729
Pajak 10
38,722
Total Bill :
3,872
Grand Total :
42,594
GRAB FOOD:
42,594
Terima Kasih
Kembal1
42,594
Selamat Datang Kembal1
Kritik dan Saran
Cal1/WA 0896-3934-5020
0
Scan QR Di Bawah
can QR Di B
F-410"
57,primer_0028.jpg,primer,Sal:,,,,,,"Sal:
UMM
nabati peach
PCS
1
X
2000=
2.000,00
oreo vanilla 38
PCS
X
2000=
2.000,00
taj imas gold grenjeng
PCS
2X
9000=
18.000,00
PCS
anda lan 12
2
14000=
28.000,00
X
PAK
top coffe mini
4500=
4.500,00
1
X
=
54.500,00
Total
Tunai
=8.992.775.311.608,
Kembali
=8.992.775.257.108,
Belanja Murah Semoga Berkah..."
58,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,PROMINA SM AY8SY1,1.0,14290.0,14290.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
59,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,PROMINA BB6 C/MUS,1.0,15290.0,15290.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
60,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,YEOS GRASS JELY/D,1.0,6490.0,6490.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
61,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,MONDE BOROMON6X20,1.0,14290.0,14290.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
62,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,BETADINE H/W HEAV,1.0,26900.0,26900.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
63,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,PEPSODENT PASTA/G,1.0,10990.0,10990.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
64,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,KINDER JOY F/BOYS,1.0,12490.0,12490.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
65,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,KINDER JOY F/GIRL,1.0,12490.0,12490.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
66,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,BANGO KECAP MANIS,1.0,16990.0,16990.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
67,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,YEOS GRASS JELY/D,1.0,6490.0,6490.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
68,primer_0029.jpg,primer,KOTA LEGENDA,11-05-1908,ENGEL M/POTATOM,1.0,11990.0,11990.0,"KOTA LEGENDA
BEKASI TIMUR
11-05-1908:35:01
712
04
No00018
HARGA
TOTAL
DESKRIPSI
QTY
PROMINA SM AY8SY1
14.290
14.290
PROMINA BB6 C/MUS
15.290
15.290
YEOS GRASS JELY/D
1
6.490
6,490
MONDE BOROMON6X20
1
14.290
14.290
BETADINE H/W HEAV
1
26.900
26,900
PEPSODENT PASTA/G
1
-
10.990
10.990
KINDER JOY F/BOYS
12.490
12.490
KINDER JOY F/GIRL
-
12.490
12.490
BANGO KECAP MANIS
16.990
16,990
YEOS GRASS JELY/D
6.490
6.490
MILORTD115
2.490
4.980
ENGEL M/POTATOM
1
11.990
11,990
M/SUKA SUP AYAM55
7.790
7.790
LA FONTE MACA AY4
2
5.090
10.180
M/SUKA SUP AYAM55
1
7.790
7,790
PRONAS CLS C/B CH
5,990
5,990
2.490
4.980
MILO_RTD115
20.990
20.990
GILLET FOAMY LM
67.990
67.990
HI LO GOLD CH0500
29.990
29,990
PRONAS ABON/S PDS
1
29.990
5.990
29.990
PRONAS ABON/S ORI
5.990
PRONAS CLS C/B CH
5.990
17,970
PRONAS CLS C/B CH
1
11.890
25.090
11.890
CIP CORNED BEEF12
22.590
25,090
RINSO MATIC T/LOA
1
22.590
LUX B/W SOFT ROSE
27.890
27.890
DOWNY KONS.F/PINK
2
200
400
PLASTIC SHOP.BAG2
451,190
451,190"
